17,17,3
2000
300
15,15
000,000,000,SAW,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,SAW,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,SAW,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,CAW,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,IAW,000,000,000
000,000,000,GAN,GAN,GAN,WAN,BAW,PAS,BAE,GAN,GAN,GAN,SAW,000,000,000
000,000,000,GAN,CAN,SAN,CAE,GFN,GAN,CAN,SAN,CAE,WAN,SAW,000,000,000
000,000,000,GAN,SAW,000,SAE,GDN,VBN,SAW,000,SAE,GAN,SAW,000,000,000
000,000,000,GAN,SAW,000,SAE,GFN,GAN,CAW,SAS,CAS,GDN,SAW,000,000,000
000,000,000,GAN,SAW,000,SAE,GDN,GAN,GAN,GAN,GAN,GAN,SAW,000,000,000
000,000,000,GAN,SAW,000,SAE,GDN,GAN,CAN,SAN,CAE,GAN,SAW,000,000,000
000,000,000,GAN,SAW,000,SAE,GFN,GAN,SAW,000,SAE,GDN,SAW,000,000,000
000,000,000,WAN,SAW,000,SAE,GDN,VAN,SAW,000,SAE,WAN,SAW,000,000,000
000,000,000,GAN,CAW,SAS,CAS,GFN,PBN,CAW,SAS,CAS,GAN,SAW,000,000,000
000,000,000,GAN,GAN,GAN,GAN,WAN,GAN,GAN,GAN,WAN,GAN,CAW,SAS,SAS,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
INC
000,000,000,000,SAW,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,CAW,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,IAW,000,000
000,000,000,000,GAN,GAN,WAS,WAS,GAN,GAN,WAS,GAN,GAN,GAN,SAW,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000,000
000,000,000,000,000,GAN,000,000,000,000,GAN,000,000,000,SAW,000,000
000,000,000,000,000,GAN,000,000,000,000,000,000,000,000,SAW,000,000
000,000,000,000,000,GAN,000,000,000,000,000,000,000,000,SAW,000,000
000,000,000,000,000,GAN,000,000,000,000,000,000,000,000,SBW,000,000
000,000,000,000,000,GAN,000,000,000,000,GAN,000,000,000,SAW,000,000
000,000,000,000,000,GAN,000,000,000,000,GAN,000,000,000,SAW,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,CBW,SAS,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
INC
000,000,000,000,000,CAW,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,IAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,CAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
