17,17,3
600
500
15,15
000,000,000,SAW,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,SAW,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,SAW,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,CAW,SAS,IAW,000,000,000,000,000,000,000,000,000,000,000
000,000,000,GAN,GAN,SAW,000,000,000,000,000,000,000,000,000,000,000
000,000,000,WAN,GFN,SAW,000,000,000,000,000,000,000,000,000,000,000
000,000,000,GFN,GAN,CAW,SAS,SAS,SAS,SAS,IAW,000,000,000,000,000,000
000,000,000,GAN,BAN,GFN,GFN,GDN,GFN,GFN,SAW,000,000,000,000,000,000
000,000,000,GAN,PAE,GAN,GAN,VAN,GAN,PBW,CAW,SAS,SAS,IAW,000,000,000
000,000,000,GAN,BAS,GDN,GFN,GAN,GDN,WAN,GAN,GAN,GAN,SAW,000,000,000
000,000,000,WAN,GAN,CAN,SAN,SAN,SAN,SAN,SAN,CAE,GAN,SAW,000,000,000
000,000,000,GAN,GFN,SAW,000,000,000,000,000,SAE,GAN,SAW,000,000,000
000,000,000,GAN,GAN,SAW,000,000,000,IAS,SAS,CAS,WAN,SAW,000,000,000
000,000,000,GAN,GAN,CAW,SAS,SAS,SAS,CAS,GAN,GAN,GAN,CAW,SAS,SAS,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
INC
000,000,000,000,SAW,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,CAW,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,IAW,000,000
000,000,000,000,GAN,GAN,WAS,WAS,GAN,GAN,WAS,GAN,GAN,GBE,SAW,000,000
000,000,000,000,000,000,GAN,WAN,GAN,GAN,GAN,GAN,GAN,GAN,SAW,000,000
000,000,000,000,000,000,GAN,GAN,GBN,GEN,GBN,GAN,GAN,GAN,SAW,000,000
000,000,000,000,000,000,GBN,GAN,GFE,GAN,GAN,GAN,GAN,GAN,SAW,000,000
000,000,000,000,000,000,000,000,000,000,000,GAN,GAN,GBS,SAW,000,000
000,000,000,000,000,000,000,000,000,000,000,GAN,GAN,GAN,SAW,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,SBW,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000,000
000,000,000,000,000,000,GAN,GAN,GAN,GAN,GAN,000,000,000,SAW,000,000
000,000,000,000,000,000,GAN,GBN,GAN,000,000,000,000,000,CBW,SAS,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
INC
000,000,000,000,000,CAW,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,SAS,IAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,SAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,CAW,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
